Tiempo;Ang_Cade_iz;Ang_Cade_de;Ang_Rod_iz;Ang_Rod_de;Ang_Tob_iz;Ang_Tob_de
2023-10-20 15:27:17.938025;0.5673321429904377;13.061192800100713;2.0206692498325083;10.272746052052554;41.482348145087656;26.305342464123157
2023-10-20 15:27:17.969639;35.95788057818359;61.090810909247566;65.96085087804224;81.98076110147089;78.19068706430198;42.13655592012282
2023-10-20 15:27:18.006177;33.26308022420642;58.50899813278048;67.61263838826125;81.62216573944032;75.03572031929276;42.65372129721163
2023-10-20 15:27:18.032545;26.716553366971283;46.83288009607935;67.4331639484802;67.58768889244757;91.12508353680352;42.4111477328573
2023-10-20 15:27:18.064110;24.81202375571658;45.16877028661352;62.3508458934577;66.90372773828683;89.05481881845222;52.04530542592492
2023-10-20 15:27:18.095688;26.914639740659027;43.746931118665856;65.52203788732876;64.92066539012026;77.2795208404624;58.45415833273606
2023-10-20 15:27:18.111421;25.30130785043164;41.26589550933886;54.61620786791285;60.20451085582751;64.85827362734594;50.99051234791938
2023-10-20 15:27:18.143186;25.336031162081014;39.62842251366894;47.55367679575997;48.9792411340116;47.684991929304886;42.44096907056175
2023-10-20 15:27:18.174484;26.94338603168535;36.90100680170244;49.08910215864745;45.55678223905724;48.2273154226944;41.95611935547868
2023-10-20 15:27:18.212300;29.07505642853488;36.3953918094721;49.325172360766686;46.418459288207885;46.40534479265074;55.86565558441174
2023-10-20 15:27:18.237638;28.385348455716496;36.52897366170984;50.19856476328263;52.28611403511114;50.787761572480065;56.23911057397838
2023-10-20 15:27:18.269404;28.848697169825954;35.437766380617916;48.59758564338472;49.39754072422022;49.36883268850886;53.42771035934486
2023-10-20 15:27:18.306117;29.169433438609133;40.563061554799646;46.923331701646106;55.80322114764972;56.87309064984312;57.008422984679925
2023-10-20 15:27:18.332860;33.8887826509137;41.16295859204229;58.81932750474702;65.26240580817436;56.17074716483519;58.17920824301663
2023-10-20 15:27:18.379565;33.42797690115634;48.57038112623533;61.37522595531338;82.39528029537779;66.79431754685181;52.496656244068035
2023-10-20 15:27:18.411198;38.96336971326264;49.30538546197755;67.32812963023603;86.22991802695927;72.73943479947039;49.87761951289363
2023-10-20 15:27:18.442930;34.450649903474726;54.91111048312473;62.92240380556686;87.57889386106204;65.18853073767289;46.30313043068699
2023-10-20 15:27:18.474557;34.69708775503409;58.0540856941885;63.632603049707214;90.65841400583142;60.166349802725605;39.01675635866539
2023-10-20 15:27:18.510861;32.55101123835479;55.67145705255486;63.6156788708667;92.56020917502525;57.63412528664114;35.83072051934073
2023-10-20 15:27:18.538422;33.486034849761865;68.7162167578961;35.68372651182699;89.69820210088503;72.69019188491383;36.69452735233736
2023-10-20 15:27:18.569763;31.927732834425456;61.854560453416354;21.754993206725032;76.87787166203739;80.45769180171057;40.77087480603214
2023-10-20 15:27:18.617471;9.2385704242879;16.556862687121992;19.280027929224275;17.386369124810187;71.28900298347388;50.761779152847254
2023-10-20 15:27:18.649192;14.59383289668122;44.35669741017227;14.200535104888075;49.76040304170678;101.03087620164476;49.98653316007761
2023-10-20 15:27:18.680568;3.2159661600028073;29.833938854119396;1.2459980161043234;31.10255018613529;124.46737677853321;62.76857474403441
2023-10-20 15:27:19.791670;10.003720815763558;5.599809605451327;4.842549458188046;15.187125413352561;13.500694754213555;22.266976977532863
